Group 1
Start,End,Length
381784,382689,906
1650742,1651648,907,insD7[pseudo](+)
4498705,4499611,907

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
381784,382689,1650742,1651648,0.892
381784,382689,4498705,4499611,0.947
1650742,1651648,4498705,4499611,0.892

Group 2
Start,End,Length
1650842,1651747,906,insD7[pseudo](+)
3186720,3187625,906

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
1650842,1651747,3186720,3187625,0.896

Group 3
Start,End,Length
279062,280031,970,insB2(-) | Product: IS1 protein InsB | Protein ID: AAC73367.1,insA2(-) | Product: IS1 protein InsA | Protein ID: AAC73368.1
290533,291502,970,insB3(-) | Product: IS1 protein InsB | Protein ID: AAC73377.1,insA3(-) | Product: IS1 protein InsA | Protein ID: AAC73378.1

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
279062,280031,290533,291502,0.897

Group 4
Start,End,Length
19664,20762,1099,insB1(-) | Product: IS1 family protein InsB | Protein ID: AAC73132.1,insA1(-) | Product: IS1 family protein InsA | Protein ID: AAC73133.1
257776,258874,1099,crl[pseudo](+) | Note: gene fragment 1 of crl,insB9(-) | Product: IS1 transposase B | Protein ID: AYC08167.1,insA9(-) | Product: IS1 repressor TnpA | Protein ID: AYC08168.1
1978402,1979469,1068,insB5(-) | Product: IS1 protein InsB | Protein ID: AAC74963.1,insA5(-) | Product: IS1 protein InsA | Protein ID: AAC74964.1

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
19664,20762,257776,258874,0.856
19664,20762,1978402,1979469,0.847
257776,258874,1978402,1979469,0.849

Group 5
Start,End,Length
19795,20862,1068,insB1(-) | Product: IS1 family protein InsB | Protein ID: AAC73132.1,insA1(-) | Product: IS1 family protein InsA | Protein ID: AAC73133.1
257907,258974,1068,insB9(-) | Product: IS1 transposase B | Protein ID: AYC08167.1,insA9(-) | Product: IS1 repressor TnpA | Protein ID: AYC08168.1

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
19795,20862,257907,258974,0.867

Group 6
Start,End,Length
273554,275394,1841,insH1(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC73362.2
574289,576188,1900,nmpC[pseudo](-) | Note: gene fragment 2 of nmpC,insH2(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC73653.2
687450,689448,1999,insH3(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC73757.2
2065825,2067698,1874,yeeH[pseudo](-),insH6(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC75055.2
2101348,2103345,1998,wbbL[pseudo](-) | Note: gene fragment 2 of wbbL,insH7(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC74413.2
2288518,2290512,1995,yejO[pseudo](-) | Note: gene fragment 1 of yejO,insH8(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC75091.2
3365151,3367153,2003,yhcE[pseudo](+),yhcE[pseudo](+) | Note: gene fragment 1 of yhcE,yhcE[pseudo](+) | Note: gene fragment 2 of yhcE,insH10(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC76018.2
3651631,3653633,2003,insH11(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC76250.2

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
273554,275394,574289,576188,0.807
273554,275394,687450,689448,0.788
273554,275394,2065825,2067698,0.816
273554,275394,2101348,2103345,0.777
273554,275394,2288518,2290512,0.779
273554,275394,3365151,3367153,0.787
273554,275394,3651631,3653633,0.774
574289,576188,687450,689448,0.799
574289,576188,2065825,2067698,0.818
574289,576188,2101348,2103345,0.799
574289,576188,2288518,2290512,0.795
574289,576188,3365151,3367153,0.8
574289,576188,3651631,3653633,0.795
687450,689448,2065825,2067698,0.782
687450,689448,2101348,2103345,0.807
687450,689448,2288518,2290512,0.807
687450,689448,3365151,3367153,0.806
687450,689448,3651631,3653633,0.808
2065825,2067698,2101348,2103345,0.794
2065825,2067698,2288518,2290512,0.792
2065825,2067698,3365151,3367153,0.792
2065825,2067698,3651631,3653633,0.788
2101348,2103345,2288518,2290512,0.809
2101348,2103345,3365151,3367153,0.815
2101348,2103345,3651631,3653633,0.818
2288518,2290512,3365151,3367153,0.815
2288518,2290512,3651631,3653633,0.807
3365151,3367153,3651631,3653633,0.813

Group 7
Start,End,Length
687750,689244,1495,insH3(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC73757.2
2288818,2290312,1495,yejO[pseudo](-) | Note: gene fragment 1 of yejO,insH8(-) | Product: IS5 transposase and trans-activator | Protein ID: AAC75091.2

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
687750,689244,2288818,2290312,0.898

Group 8
Start,End,Length
1299293,1300898,1606,insH21(+) | Product: IS5 transposase and trans-activator | Protein ID: AAC76530.2
1395740,1397441,1702,insH4(+) | Product: IS5 transposase and trans-activator | Protein ID: AYC08198.2
3129842,3131545,1704,insH9(+) | Product: IS5 transposase and trans-activator | Protein ID: AAC75252.2

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
1299293,1300898,1395740,1397441,0.846
1299293,1300898,3129842,3131545,0.836
1395740,1397441,3129842,3131545,0.853

Group 9
Start,End,Length
270440,271993,1554,insI1(+) | Product: IS30 transposase | Protein ID: AAC73359.1
1469195,1470748,1554,ydbA[pseudo](+) | Note: gene fragment 2 of ydbA,insI2(+) | Product: IS30 transposase | Protein ID: AAC74486.1

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
270440,271993,1469195,1470748,0.895

Group 10
Start,End,Length
314828,316482,1655,insE1(+) | Product: IS3 element protein InsE | Protein ID: AAC73401.2,insF1(+) | Product: IS3 element protein InsF | Protein ID: AAC73402.1
566379,568077,1699,renD[pseudo](+) | Note: gene fragment 1 of renD,insE3(+) | Product: IS3 element protein InsE | Protein ID: AAC73641.2,insF3(+) | Product: IS3 element protein InsF | Protein ID: AAC73642.1
2169773,2171471,1699,insE5(+) | Product: IS3 element protein InsE | Protein ID: AAC75149.2,insF5(+) | Product: IS3 element protein InsF | Protein ID: AAC75150.1

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
314828,316482,566379,568077,0.862
314828,316482,2169773,2171471,0.863
566379,568077,2169773,2171471,0.881

Group 11
Start,End,Length
315128,316782,1655,insE1(+) | Product: IS3 element protein InsE | Protein ID: AAC73401.2,insF1(+) | Product: IS3 element protein InsF | Protein ID: AAC73402.1
2170073,2171727,1655,gatR[pseudo](-) | Note: gene fragment 1 of gatR,insE5(+) | Product: IS3 element protein InsE | Protein ID: AAC75149.2,insF5(+) | Product: IS3 element protein InsF | Protein ID: AAC75150.1

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
315128,316782,2170073,2171727,0.883

Group 12
Start,End,Length
391707,393366,1660,insF2(-) | Product: IS3 element protein InsF | Protein ID: AAC73475.1,insE2(-) | Product: IS3 element protein InsE | Protein ID: AAC73476.2
1094243,1095902,1660,insF4(-) | Product: IS3 element protein InsF | Protein ID: AAC74111.1,insE4(-) | Product: IS3 element protein InsE | Protein ID: AAC74112.2,ymdE[pseudo](+)

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
391707,393366,1094243,1095902,0.89

Group 13
Start,End,Length
1467809,1469607,1799,ydbA[pseudo](+) | Note: gene fragment 2 of ydbA,insD2(-) | Product: IS2 insertion element protein InsB | Protein ID: AAC74484.1,insC2(-) | Product: IS2 insertion element repressor InsA | Protein ID: AAC74485.2
2068840,2070638,1799,yoeA[pseudo](+) | Note: gene fragment 2 of yoeA,insD3(-) | Product: IS2 insertion element protein InsB | Protein ID: AAC75057.1,insC3(-) | Product: IS2 insertion element repressor InsA | Protein ID: AAT48140.2
2996260,2997990,1731,insD4(-) | Product: IS2 insertion element protein InsB | Protein ID: AAC75899.1,insC4(-) | Product: IS2 insertion element repressor InsA | Protein ID: AAC75900.3,ygeP[pseudo](-)

Sequence Comparisons
Seq1 Start,Seq1 End,Seq2 Start,Seq2 End,Similarity
1467809,1469607,2068840,2070638,0.873
